year_month,state,total_enrolment,age_0_5,age_5_17,age_18_greater,total_updates,demo_age_5_17,demo_age_17_,update_enrolment_ratio,enrolment_growth_rate,age_vulnerability,enrolment_volatility,aadhaar_pulse_index
2025-02,Punjab,2735,2360,364,11,13750,723,13027,5.027422303473492,-0.8789662344559013,0.9959780621572212,6099.974865199086,22.341944885863054
2025-03,Punjab,1133,903,190,40,16877,952,15925,14.89585172109444,-0.5857404021937842,0.9646954986760812,6099.974865199086,24.197745097312687
2025-04,Punjab,736,621,102,13,14664,886,13778,19.92391304347826,-0.35039717563989403,0.9823369565217391,6099.974865199086,26.1989543263085
2025-05,Punjab,1829,1580,227,22,12390,856,11534,6.774193548387097,1.485054347826087,0.9879715691634773,6099.974865199086,32.95342745264864
2025-06,Punjab,1236,1026,178,32,11857,770,11087,9.593042071197411,-0.32422088572990704,0.9741100323624595,6099.974865199086,24.925429074430646
2025-07,Punjab,435,341,62,32,7583,534,7049,17.432183908045978,-0.6480582524271845,0.9264367816091954,6099.974865199086,23.455071302133593
2025-08,Punjab,1865,1560,277,28,16234,907,15327,8.70455764075067,3.2873563218390807,0.9849865951742627,6099.974865199086,41.1769220495136
2025-09,Punjab,2023,1739,254,30,10512,621,9891,5.196243203163618,0.08471849865951753,0.9851705388037568,6099.974865199086,26.452337863780468
2025-10,Punjab,1973,1652,255,66,13742,700,13042,6.965027876330462,-0.02471576866040537,0.9665484034465281,6099.974865199086,25.800757322029476
2025-11,Punjab,1842,1584,212,46,14885,865,14020,8.080890336590663,-0.06639635073492145,0.9750271444082519,6099.974865199086,25.916489432432876
2025-12,Punjab,1527,1255,230,42,18887,1030,17857,12.368696791093647,-0.17100977198697065,0.9724950884086444,6099.974865199086,25.907185868569414
2025-01,Rajasthan,60656,38899,20081,1676,1144859,82589,1062270,18.87462081245054,0.0,0.9723687681350567,15228.379212987356,29.48039541129537
2025-02,Rajasthan,11353,7628,3688,37,32967,3863,29104,2.9038139698758036,-0.8128297283038776,0.9967409495287589,15228.379212987356,24.44021587048644
2025-03,Rajasthan,7058,4958,2058,42,41005,5253,35752,5.809719467271182,-0.37831410199947146,0.9940493057523377,15228.379212987356,26.672987703572122
2025-04,Rajasthan,5228,3681,1522,25,37378,3955,33423,7.149579188982402,-0.25928024936242566,0.9952180566182096,15228.379212987356,27.387301598251135
2025-05,Rajasthan,8032,6055,1954,23,28716,3305,25411,3.575199203187251,0.5363427697016068,0.9971364541832669,15228.379212987356,30.556974443851377
2025-06,Rajasthan,7407,5577,1761,69,28016,3428,24588,3.7823680302416633,-0.07781374501992033,0.9906844876468206,15228.379212987356,27.70798026920366
2025-07,Rajasthan,4103,3002,1057,44,22172,2718,19454,5.40385084084816,-0.44606453354934517,0.9892761394101877,15228.379212987356,26.226597206865076
2025-08,Rajasthan,9606,6846,2714,46,41681,4889,36792,4.339058921507391,1.3412137460394833,0.9952113262544243,15228.379212987356,34.20592239920899
2025-09,Rajasthan,10838,7705,3075,58,27019,3281,23738,2.4929876360952203,0.12825317509889644,0.9946484591252999,15228.379212987356,28.55511989553643
2025-10,Rajasthan,12142,8303,3772,67,39506,4562,34944,3.2536649645857354,0.12031740173463734,0.9944819634327129,15228.379212987356,28.606596126556532
2025-11,Rajasthan,8555,5530,2994,31,39309,4758,34551,4.594856808883693,-0.2954208532366991,0.9963763880771479,15228.379212987356,26.945794674675444
2025-12,Rajasthan,9882,6173,3184,525,49715,6049,43666,5.030864197530864,0.1551139684395091,0.9468731026108075,15228.379212987356,28.020817656042524
2025-01,Sikkim,670,250,370,50,4570,333,4237,6.82089552238806,0.0,0.9253731343283582,179.88927570911923,23.74793000323223
2025-02,Sikkim,79,43,34,2,601,34,567,7.6075949367088604,-0.8820895522388059,0.9746835443037974,179.88927570911923,20.885618374802462
2025-03,Sikkim,57,18,35,4,699,57,642,12.263157894736842,-0.2784810126582279,0.9298245614035088,179.88927570911923,23.23831663060268
2025-04,Sikkim,51,27,20,4,560,47,513,10.980392156862745,-0.10526315789473684,0.9215686274509803,179.88927570911923,23.695047370743247
2025-05,Sikkim,66,33,30,3,715,45,670,10.833333333333334,0.2941176470588236,0.9545454545454546,179.88927570911923,26.121883391945428
2025-06,Sikkim,30,15,15,0,309,13,296,10.3,-0.5454545454545454,1.0,179.88927570911923,23.215807705731343
2025-07,Sikkim,20,12,8,0,212,21,191,10.6,-0.33333333333333337,1.0,179.88927570911923,24.19933487630432
2025-08,Sikkim,66,33,32,1,590,41,549,8.93939393939394,2.3,0.9848484848484849,179.88927570911923,35.46706740389688
2025-09,Sikkim,51,24,26,1,399,38,361,7.823529411764706,-0.2272727272727273,0.9803921568627451,179.88927570911923,23.951657678852527
2025-10,Sikkim,38,21,16,1,576,49,527,15.157894736842104,-0.2549019607843137,0.9736842105263158,179.88927570911923,24.564397641565215
2025-11,Sikkim,39,16,22,1,554,35,519,14.205128205128204,0.026315789473684292,0.9743589743589743,179.88927570911923,25.721532694157688
2025-12,Sikkim,47,24,22,1,651,40,611,13.851063829787234,0.20512820512820507,0.9787234042553191,179.88927570911923,26.565880538147834
2025-01,Tamil Nadu,9842,7640,1858,344,491774,44870,446904,49.966876651087176,0.0,0.9650477545214388,2205.0958939500006,30.11402323420092
2025-02,Tamil Nadu,9681,7868,1802,11,50917,9203,41714,5.259477326722446,-0.016358463726884764,0.9988637537444479,2205.0958939500006,25.411818786548817
2025-03,Tamil Nadu,7931,6398,1522,11,50302,9036,41266,6.342453662842012,-0.18076644974692702,0.9986130374479889,2205.0958939500006,24.80061555378917
2025-04,Tamil Nadu,2763,2313,448,2,56732,10895,45837,20.53275425262396,-0.6516202244357584,0.9992761491132827,2205.0958939500006,24.393690106316786
2025-05,Tamil Nadu,4105,3236,865,4,36514,6676,29838,8.895006090133982,0.4857039449873326,0.9990255785627283,2205.0958939500006,28.090097020084713
2025-06,Tamil Nadu,5150,4030,1110,10,35063,7466,27597,6.8083495145631066,0.2545676004872106,0.9980582524271845,2205.0958939500006,26.790226273487967
2025-07,Tamil Nadu,3571,2727,832,12,32541,6535,26006,9.11257350882106,-0.3066019417475728,0.9966395967516102,2205.0958939500006,24.52754352189739
2025-08,Tamil Nadu,6373,5289,1076,8,55101,8921,46180,8.64600659030284,0.7846541584990199,0.9987447042209321,2205.0958939500006,29.39087800257058
2025-09,Tamil Nadu,6073,5169,899,5,29025,4861,24164,4.779351226741314,-0.04707359171504788,0.9991766836818706,2205.0958939500006,25.22384126808864
2025-10,Tamil Nadu,6959,5812,1143,4,48442,8017,40425,6.961057623221727,0.14589165157253414,0.9994252047708004,2205.0958939500006,26.350036639678958
2025-11,Tamil Nadu,5720,4707,1003,10,45338,6947,38391,7.926223776223776,-0.17804282224457535,0.9982517482517482,2205.0958939500006,24.9935069155497
2025-12,Tamil Nadu,5987,4920,1061,6,55378,8066,47312,9.249707700016703,0.046678321678321755,0.9989978286286955,2205.0958939500006,26.16971892220744
2025-01,Telangana,15070,10871,3754,445,414985,65046,349939,27.5371599203716,0.0,0.9704711347047114,3562.661271203499,27.864066698577695
2025-02,Telangana,5974,4796,1165,13,33899,4757,29142,5.674422497489119,-0.6035832780358328,0.9978239035821895,3562.661271203499,23.119383684096082
2025-03,Telangana,3639,2937,666,36,31266,4285,26981,8.591920857378401,-0.3908603950451959,0.9901071723000825,3562.661271203499,24.261883194831835
2025-04,Telangana,2388,1857,525,6,33148,4842,28306,13.88107202680067,-0.34377576257213516,0.9974874371859297,3562.661271203499,25.247563007602093
2025-05,Telangana,1779,1360,407,12,26211,4277,21934,14.733558178752109,-0.2550251256281407,0.9932546374367622,3562.661271203499,25.660679843878935
2025-06,Telangana,2790,2244,506,40,27175,4208,22967,9.740143369175627,0.5682967959527825,0.985663082437276,3562.661271203499,28.595537659062042
2025-07,Telangana,1649,1339,287,23,22980,3734,19246,13.935718617343845,-0.40896057347670256,0.9860521528198909,3562.661271203499,24.7340446696065
2025-08,Telangana,4014,3316,693,5,42671,5957,36714,10.630543099152964,1.4342025469981805,0.9987543597409069,3562.661271203499,32.83258210159919
2025-09,Telangana,4381,3664,705,12,28576,3648,24928,6.52271170965533,0.09142999501743887,0.9972608993380506,3562.661271203499,26.314661799304307
2025-10,Telangana,4487,3687,784,16,24627,3103,21524,5.4885223980387785,0.024195389180552418,0.9964341430800089,3562.661271203499,25.87494188193017
2025-11,Telangana,3322,2700,605,17,22414,3049,19365,6.747140276941601,-0.2596389569868509,0.9948826008428657,3562.661271203499,24.724873573951932
2025-12,Telangana,3819,3060,737,22,38465,4882,33583,10.072008379156847,0.1496086694762191,0.9942393296674522,3562.661271203499,26.935413591410473
2025-01,Tripura,1415,770,539,106,31218,2233,28985,22.062190812720846,0.0,0.9250883392226148,336.27328127130426,25.585856183890577
2025-02,Tripura,511,328,180,3,3171,319,2852,6.205479452054795,-0.63886925795053,0.9941291585127201,336.27328127130426,22.229982773427537
2025-03,Tripura,310,196,112,2,3024,316,2708,9.754838709677419,-0.39334637964774954,0.9935483870967742,336.27328127130426,23.736760793883384
2025-04,Tripura,195,124,71,0,3405,323,3082,17.46153846153846,-0.3709677419354839,1.0,336.27328127130426,24.880351747379414
2025-05,Tripura,301,202,99,0,2328,230,2098,7.73421926910299,0.5435897435897437,1.0,336.27328127130426,27.812981816356135
2025-06,Tripura,231,150,78,3,2483,256,2227,10.74891774891775,-0.2325581395348837,0.987012987012987,336.27328127130426,24.44254971346779
2025-07,Tripura,129,84,42,3,1155,127,1028,8.953488372093023,-0.4415584415584416,0.9767441860465116,336.27328127130426,23.09013080291451
2025-08,Tripura,302,195,106,1,4324,402,3922,14.317880794701987,1.3410852713178296,0.9966887417218543,336.27328127130426,32.09188299202136
2025-09,Tripura,306,209,94,3,2432,231,2201,7.947712418300654,0.013245033112582849,0.9901960784313726,336.27328127130426,25.272236816922806
2025-10,Tripura,306,219,80,7,3069,294,2775,10.029411764705882,0.0,0.9771241830065359,336.27328127130426,25.198644587297427
2025-11,Tripura,310,182,124,4,2398,228,2170,7.735483870967742,0.013071895424836555,0.9870967741935484,336.27328127130426,25.184291878624748
2025-12,Tripura,321,196,95,30,4134,380,3754,12.878504672897197,0.03548387096774186,0.9065420560747663,336.27328127130426,24.28367371260115
2025-01,Uttar Pradesh,329909,160688,160206,9015,2321191,183963,2137228,7.035852310788733,0.0,0.9726742829083171,89517.36888227926,44.67927095044224
2025-02,Uttar Pradesh,30437,15452,14816,169,157658,17186,140472,5.179814042119788,-0.9077412256106987,0.9944475473929757,89517.36888227926,40.83797097369302
2025-03,Uttar Pradesh,18994,8932,9813,249,145144,16213,128931,7.641571022428135,-0.37595689456910997,0.9868905970306413,89517.36888227926,43.35540352139253
2025-04,Uttar Pradesh,13149,6145,6878,126,173203,19299,153904,13.172332496767815,-0.3077287564494051,0.9904175222450377,89517.36888227926,44.38717439885586
2025-05,Uttar Pradesh,17694,10121,7428,145,124823,13530,111293,7.05453826155759,0.3456536618754278,0.9918051316830564,89517.36888227926,46.60876073131367
2025-06,Uttar Pradesh,19078,10354,8420,304,163125,20023,143102,8.550424572806374,0.07821860517689605,0.9840654156620191,89517.36888227926,45.43637062687779
2025-07,Uttar Pradesh,10981,6095,4719,167,101500,11040,90460,9.243238320735816,-0.4244155571862879,0.9847919133047992,89517.36888227926,43.28694768871196
2025-08,Uttar Pradesh,22684,11561,10910,213,245687,26708,218979,10.83084993828249,1.0657499317002093,0.9906101216716628,89517.36888227926,50.25095758197361
2025-09,Uttar Pradesh,25152,12645,12213,294,130058,17676,112382,5.170881043256998,0.10879915358843228,0.9883110687022901,89517.36888227926,45.256891856055645
2025-10,Uttar Pradesh,26490,13301,12918,271,167093,18867,148226,6.3077765194412985,0.05319656488549618,0.9897697244243111,89517.36888227926,45.17250365398379
2025-11,Uttar Pradesh,18616,8834,9566,216,149461,16565,132896,8.028631284916202,-0.2972442431106078,0.9883970777825526,89517.36888227926,43.78321623315771
2025-12,Uttar Pradesh,20878,9824,10767,287,221405,23575,197830,10.60470351566242,0.12150837988826813,0.9862534725548424,89517.36888227926,45.91736593242064
2025-01,Uttarakhand,4985,3855,965,165,158400,17149,141251,31.7753259779338,0.0,0.966900702106319,1217.0260666763456,27.77153812451296
2025-02,Uttarakhand,890,760,130,0,7338,841,6497,8.24494382022472,-0.8214643931795387,1.0,1217.0260666763456,21.97022045453841
2025-03,Uttarakhand,814,694,116,4,6122,743,5379,7.520884520884521,-0.08539325842696632,0.995085995085995,1217.0260666763456,25.075367309568144
2025-04,Uttarakhand,476,401,74,1,7265,707,6558,15.262605042016807,-0.4152334152334153,0.9978991596638656,1217.0260666763456,24.576351629582955
2025-05,Uttarakhand,726,623,103,0,5602,645,4957,7.7162534435261705,0.5252100840336134,1.0,1217.0260666763456,27.925492960778204
2025-06,Uttarakhand,824,696,124,4,6621,841,5780,8.035194174757281,0.13498622589531672,0.9951456310679612,1217.0260666763456,26.122423826440706
2025-07,Uttarakhand,423,368,54,1,4578,549,4029,10.822695035460994,-0.48665048543689315,0.9976359338061466,1217.0260666763456,23.72505527078437
2025-08,Uttarakhand,1134,986,145,3,9352,987,8365,8.246913580246913,1.6808510638297873,0.9973544973544973,1217.0260666763456,33.09987888225707
2025-09,Uttarakhand,1122,965,153,4,6202,753,5449,5.527629233511586,-0.010582010582010581,0.9964349376114082,1217.0260666763456,25.200122918034783
2025-10,Uttarakhand,1254,1068,183,3,7900,828,7072,6.299840510366826,0.11764705882352944,0.9976076555023924,1217.0260666763456,25.888244917578753
2025-11,Uttarakhand,939,819,116,4,7721,872,6849,8.222577209797658,-0.25119617224880386,0.9957401490947817,1217.0260666763456,24.43078095106613
2025-12,Uttarakhand,818,670,145,3,9449,1034,8415,11.551344743276283,-0.12886048988285415,0.9963325183374083,1217.0260666763456,25.38434586911339
2025-01,WEST BENGAL,1,0,1,0,5,1,4,5.0,0.0,1.0,0.0,24.98419093836023
2025-10,WEST BENGAL,1,1,0,0,5,0,5,5.0,0.0,1.0,0.0,24.98419093836023
2025-01,West  Bengal,1,0,1,0,4,0,4,4.0,0.0,1.0,0.3333333333333333,24.865595529594476
2025-04,West  Bengal,1,1,0,0,3,0,3,3.0,0.0,1.0,0.3333333333333333,24.746925647385748
2025-05,West  Bengal,1,0,1,0,2,0,2,2.0,0.0,1.0,0.3333333333333333,24.62825576517702
2025-07,West  Bengal,1,1,0,0,1,0,1,1.0,0.0,1.0,0.3333333333333333,24.509585882968295
2025-08,West  Bengal,2,1,1,0,1,0,1,0.5,1.0,1.0,0.3333333333333333,28.919045912584213
2025-09,West  Bengal,1,1,0,0,1,0,1,1.0,-0.5,1.0,0.3333333333333333,22.275188397608154
2025-10,West  Bengal,1,0,1,0,1,0,1,1.0,0.0,1.0,0.3333333333333333,24.509585882968295
2025-11,West  Bengal,1,1,0,0,2,0,2,2.0,0.0,1.0,0.3333333333333333,24.62825576517702
2025-12,West  Bengal,1,1,0,0,4,0,4,4.0,0.0,1.0,0.3333333333333333,24.865595529594476
2025-03,West Bangal,1,1,0,0,10,1,9,10.0,0.0,1.0,0.7071067811865476,25.577698331433496
2025-11,West Bangal,2,1,1,0,2,0,2,1.0,1.0,1.0,0.7071067811865476,28.978464362275236
2025-01,West Bengal,56330,31596,21337,3397,782617,55580,727037,13.89343156399787,0.0,0.9396946564885497,13644.193213487182,27.881856679908434
2025-02,West Bengal,14625,11455,3098,72,95022,5799,89223,6.497230769230769,-0.7403692526184982,0.9950769230769231,13644.193213487182,24.803237341991323
2025-03,West Bengal,8973,6656,2245,72,75579,4687,70892,8.422935473085925,-0.3864615384615384,0.9919759277833501,13644.193213487182,26.551281599618882
2025-04,West Bengal,5930,4455,1391,84,96543,5564,90979,16.28043844856661,-0.3391284966009138,0.9858347386172007,13644.193213487182,27.572428428266555
2025-05,West Bengal,10787,8556,2181,50,66023,4332,61691,6.120608139427088,0.8190556492411467,0.995364790952072,13644.193213487182,31.733051095024706
2025-06,West Bengal,9922,7837,2002,83,103985,6375,97610,10.48024591816166,-0.0801891165291555,0.9916347510582544,13644.193213487182,28.157267512102642
2025-07,West Bengal,5976,4724,1211,41,52289,3193,49096,8.74983266398929,-0.39770207619431563,0.9931392235609103,13644.193213487182,26.563108707820525
2025-08,West Bengal,10209,7692,2441,76,115993,6483,109510,11.361837594279557,0.7083333333333333,0.9925555882064845,13644.193213487182,31.804047793673874
2025-09,West Bengal,11073,8636,2315,122,65802,3749,62053,5.942562991059334,0.08463120775786082,0.9889822089767903,13644.193213487182,28.30227860825988
2025-10,West Bengal,12735,10011,2672,52,96702,5207,91495,7.5934040047114255,0.15009482525060958,0.9959167648213585,13644.193213487182,28.92941831840342
2025-11,West Bengal,9306,7019,2200,87,89445,5241,84204,9.611540941328176,-0.2692579505300353,0.9906511927788524,13644.193213487182,27.189597374736557
2025-12,West Bengal,8683,6419,2182,82,108617,6359,102258,12.509155821720604,-0.0669460563077584,0.990556259357365,13644.193213487182,28.435648698266636
2025-08,West bengal,2,1,1,0,1,0,1,0.5,0.0,1.0,,
2025-12,Westbengal,1,0,1,0,5,0,5,5.0,0.0,1.0,,
2025-09,andhra pradesh,1,1,0,0,1,0,1,1.0,0.0,1.0,,
